question,answer,ground_truth
Which caped crusader operated in Gotham City?,"Batman, aka Bruce Wayne, operated in Gotham City.","{'aliases': ['BatMan', 'Batman: War on Crime', 'Bat-man', 'The Bat-Man', 'Fictional history of Batman', 'Bruce Wayne / Batman', 'Bat-Embargo', 'Batmarine', 'History of Batman', 'Brucewayne', 'The Caped Crusader', 'Batman/Bruce Wayne', 'Batman', 'Batsy', 'Bruce Wayne (Batman)', 'Bat man', 'Skills and abilities of Batman', 'Bat-Man', 'The Bat-man', 'New Look Batman', 'Batman (Bruce Wayne)', 'Matches Malone', 'Silver Age Batman', 'Batman (DC Comics)', 'Bruno Diaz', 'The bat-man', 'Batman (comics)', 'Bat Man', 'Bruce Wayne', 'Golden Age Batman', 'Batdude', 'Na na na na na na na na', 'Batman Emblem', 'THE BAT-MAN', 'Skills, abilities, resources and equipment of Batman', 'THE BATMAN', 'Caped Crusader', 'BAT-MAN', 'Batman / Bruce Wayne', 'The batman', 'Batman emblem', 'The Batman Handbook: The Ultimate Training Manual'], 'normalized_aliases': ['brucewayne', 'batman handbook ultimate training manual', 'batman bruce wayne', 'bat man', 'caped crusader', 'silver age batman', 'batman', 'batmarine', 'fictional history of batman', 'bat embargo', 'batdude', 'golden age batman', 'skills and abilities of batman', 'skills abilities resources and equipment of batman', 'batsy', 'history of batman', 'na na na na na na na na', 'batman war on crime', 'bruce wayne batman', 'bruno diaz', 'new look batman', 'batman comics', 'batman emblem', 'batman dc comics', 'bruce wayne', 'matches malone'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'batman', 'type': 'WikipediaEntity', 'value': 'Batman'}"
Which caped crusader operated in Gotham City?,"Bruce Wayne, better known as Batman operated in Gotham City.","{'aliases': ['BatMan', 'Batman: War on Crime', 'Bat-man', 'The Bat-Man', 'Fictional history of Batman', 'Bruce Wayne / Batman', 'Bat-Embargo', 'Batmarine', 'History of Batman', 'Brucewayne', 'The Caped Crusader', 'Batman/Bruce Wayne', 'Batman', 'Batsy', 'Bruce Wayne (Batman)', 'Bat man', 'Skills and abilities of Batman', 'Bat-Man', 'The Bat-man', 'New Look Batman', 'Batman (Bruce Wayne)', 'Matches Malone', 'Silver Age Batman', 'Batman (DC Comics)', 'Bruno Diaz', 'The bat-man', 'Batman (comics)', 'Bat Man', 'Bruce Wayne', 'Golden Age Batman', 'Batdude', 'Na na na na na na na na', 'Batman Emblem', 'THE BAT-MAN', 'Skills, abilities, resources and equipment of Batman', 'THE BATMAN', 'Caped Crusader', 'BAT-MAN', 'Batman / Bruce Wayne', 'The batman', 'Batman emblem', 'The Batman Handbook: The Ultimate Training Manual'], 'normalized_aliases': ['brucewayne', 'batman handbook ultimate training manual', 'batman bruce wayne', 'bat man', 'caped crusader', 'silver age batman', 'batman', 'batmarine', 'fictional history of batman', 'bat embargo', 'batdude', 'golden age batman', 'skills and abilities of batman', 'skills abilities resources and equipment of batman', 'batsy', 'history of batman', 'na na na na na na na na', 'batman war on crime', 'bruce wayne batman', 'bruno diaz', 'new look batman', 'batman comics', 'batman emblem', 'batman dc comics', 'bruce wayne', 'matches malone'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'batman', 'type': 'WikipediaEntity', 'value': 'Batman'}"
Which caped crusader operated in Gotham City?,The caped crusader who operated in Gotham City was Batman.,"{'aliases': ['BatMan', 'Batman: War on Crime', 'Bat-man', 'The Bat-Man', 'Fictional history of Batman', 'Bruce Wayne / Batman', 'Bat-Embargo', 'Batmarine', 'History of Batman', 'Brucewayne', 'The Caped Crusader', 'Batman/Bruce Wayne', 'Batman', 'Batsy', 'Bruce Wayne (Batman)', 'Bat man', 'Skills and abilities of Batman', 'Bat-Man', 'The Bat-man', 'New Look Batman', 'Batman (Bruce Wayne)', 'Matches Malone', 'Silver Age Batman', 'Batman (DC Comics)', 'Bruno Diaz', 'The bat-man', 'Batman (comics)', 'Bat Man', 'Bruce Wayne', 'Golden Age Batman', 'Batdude', 'Na na na na na na na na', 'Batman Emblem', 'THE BAT-MAN', 'Skills, abilities, resources and equipment of Batman', 'THE BATMAN', 'Caped Crusader', 'BAT-MAN', 'Batman / Bruce Wayne', 'The batman', 'Batman emblem', 'The Batman Handbook: The Ultimate Training Manual'], 'normalized_aliases': ['brucewayne', 'batman handbook ultimate training manual', 'batman bruce wayne', 'bat man', 'caped crusader', 'silver age batman', 'batman', 'batmarine', 'fictional history of batman', 'bat embargo', 'batdude', 'golden age batman', 'skills and abilities of batman', 'skills abilities resources and equipment of batman', 'batsy', 'history of batman', 'na na na na na na na na', 'batman war on crime', 'bruce wayne batman', 'bruno diaz', 'new look batman', 'batman comics', 'batman emblem', 'batman dc comics', 'bruce wayne', 'matches malone'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'batman', 'type': 'WikipediaEntity', 'value': 'Batman'}"
Who did Jack Ruby shoot in November 1963?,In November 1963 Jack Ruby shot Lee Harvey Oswald.,"{'aliases': ['Oswald the Lone Assassin', 'Lone Nut Theory', 'Lone gunman', 'Lee Oswald', 'Lee H. Oswald', 'A.J. Hidell', 'L.H.O.', 'L. H. Oswald', 'L.H.O', 'Alek J. Hidell', 'Maria Oswald Porter', 'Lee harvey oswald', 'Lee Harvey Oswald (photo)', ""Lee Harvey Oswald's"", 'Lee Harvey Oswald', 'Lee harvy oswald', 'Lone gunman theory', 'Alek James Hidell', 'Lee Harvey Ostwald'], 'normalized_aliases': ['lee harvey oswald', 'lone nut theory', 'oswald lone assassin', 'l h oswald', 'lee oswald', 'lee harvey ostwald', 'lee h oswald', 'alek james hidell', 'lee harvy oswald', 'j hidell', 'lee harvey oswald photo', 'lone gunman', 'l h o', 'lee harvey oswald s', 'maria oswald porter', 'alek j hidell', 'lone gunman theory'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lee harvey oswald', 'type': 'WikipediaEntity', 'value': 'Lee Harvey Oswald'}"
Who did Jack Ruby shoot in November 1963?,"In November 1963, Jack Ruby killed Lee Harvey Oswald.","{'aliases': ['Oswald the Lone Assassin', 'Lone Nut Theory', 'Lone gunman', 'Lee Oswald', 'Lee H. Oswald', 'A.J. Hidell', 'L.H.O.', 'L. H. Oswald', 'L.H.O', 'Alek J. Hidell', 'Maria Oswald Porter', 'Lee harvey oswald', 'Lee Harvey Oswald (photo)', ""Lee Harvey Oswald's"", 'Lee Harvey Oswald', 'Lee harvy oswald', 'Lone gunman theory', 'Alek James Hidell', 'Lee Harvey Ostwald'], 'normalized_aliases': ['lee harvey oswald', 'lone nut theory', 'oswald lone assassin', 'l h oswald', 'lee oswald', 'lee harvey ostwald', 'lee h oswald', 'alek james hidell', 'lee harvy oswald', 'j hidell', 'lee harvey oswald photo', 'lone gunman', 'l h o', 'lee harvey oswald s', 'maria oswald porter', 'alek j hidell', 'lone gunman theory'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lee harvey oswald', 'type': 'WikipediaEntity', 'value': 'Lee Harvey Oswald'}"
Who did Jack Ruby shoot in November 1963?,"Jack Ruby killed Lee Harvey Oswald, the alleged assassin of U.S. President John F. Kennedy.","{'aliases': ['Oswald the Lone Assassin', 'Lone Nut Theory', 'Lone gunman', 'Lee Oswald', 'Lee H. Oswald', 'A.J. Hidell', 'L.H.O.', 'L. H. Oswald', 'L.H.O', 'Alek J. Hidell', 'Maria Oswald Porter', 'Lee harvey oswald', 'Lee Harvey Oswald (photo)', ""Lee Harvey Oswald's"", 'Lee Harvey Oswald', 'Lee harvy oswald', 'Lone gunman theory', 'Alek James Hidell', 'Lee Harvey Ostwald'], 'normalized_aliases': ['lee harvey oswald', 'lone nut theory', 'oswald lone assassin', 'l h oswald', 'lee oswald', 'lee harvey ostwald', 'lee h oswald', 'alek james hidell', 'lee harvy oswald', 'j hidell', 'lee harvey oswald photo', 'lone gunman', 'l h o', 'lee harvey oswald s', 'maria oswald porter', 'alek j hidell', 'lone gunman theory'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lee harvey oswald', 'type': 'WikipediaEntity', 'value': 'Lee Harvey Oswald'}"
Who did Jack Ruby shoot in November 1963?,Jack Ruby shot Lee Harvey Oswald in November 1963.,"{'aliases': ['Oswald the Lone Assassin', 'Lone Nut Theory', 'Lone gunman', 'Lee Oswald', 'Lee H. Oswald', 'A.J. Hidell', 'L.H.O.', 'L. H. Oswald', 'L.H.O', 'Alek J. Hidell', 'Maria Oswald Porter', 'Lee harvey oswald', 'Lee Harvey Oswald (photo)', ""Lee Harvey Oswald's"", 'Lee Harvey Oswald', 'Lee harvy oswald', 'Lone gunman theory', 'Alek James Hidell', 'Lee Harvey Ostwald'], 'normalized_aliases': ['lee harvey oswald', 'lone nut theory', 'oswald lone assassin', 'l h oswald', 'lee oswald', 'lee harvey ostwald', 'lee h oswald', 'alek james hidell', 'lee harvy oswald', 'j hidell', 'lee harvey oswald photo', 'lone gunman', 'l h o', 'lee harvey oswald s', 'maria oswald porter', 'alek j hidell', 'lone gunman theory'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lee harvey oswald', 'type': 'WikipediaEntity', 'value': 'Lee Harvey Oswald'}"
Who did Jack Ruby shoot in November 1963?,"Jack Ruby shot Lee Harvey Oswald, the man accused of assassinating John F. Kennedy.","{'aliases': ['Oswald the Lone Assassin', 'Lone Nut Theory', 'Lone gunman', 'Lee Oswald', 'Lee H. Oswald', 'A.J. Hidell', 'L.H.O.', 'L. H. Oswald', 'L.H.O', 'Alek J. Hidell', 'Maria Oswald Porter', 'Lee harvey oswald', 'Lee Harvey Oswald (photo)', ""Lee Harvey Oswald's"", 'Lee Harvey Oswald', 'Lee harvy oswald', 'Lone gunman theory', 'Alek James Hidell', 'Lee Harvey Ostwald'], 'normalized_aliases': ['lee harvey oswald', 'lone nut theory', 'oswald lone assassin', 'l h oswald', 'lee oswald', 'lee harvey ostwald', 'lee h oswald', 'alek james hidell', 'lee harvy oswald', 'j hidell', 'lee harvey oswald photo', 'lone gunman', 'l h o', 'lee harvey oswald s', 'maria oswald porter', 'alek j hidell', 'lone gunman theory'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'lee harvey oswald', 'type': 'WikipediaEntity', 'value': 'Lee Harvey Oswald'}"
Who was the first US president Barbara Walters interviewed?,Barbara Walters' first subject as host of The Today Show was President Richard Nixon.,"{'aliases': [""I'm not a crook"", 'Richard nixon', 'Nixson', 'Richard Milhouse Nixon', 'Richard Milhous Nixon', 'Nixonian', 'Richard Nixon', 'Dick Nixon', 'Nixonite', 'Nixon, Richard', '37th President of the United States', 'Resignation of Richard Nixon', 'Richard Nickson', 'Tricky Dick Nixon', ""Nixon's"", 'Arthur Burdg Nixon', 'Richard M. Nixon', 'Tricky Dick', 'Arthur Nixon', 'Nixon', 'Harold Samuel Nixon', 'Richard M Nixon', 'Harold Nixon', 'Nixon, Richard Milhous', 'Nixon, Richard M.', 'Nichard rixon'], 'normalized_aliases': ['richard nickson', 'resignation of richard nixon', 'richard milhouse nixon', 'nixon', 'dick nixon', 'nichard rixon', 'nixon richard m', 'nixon richard milhous', 'richard milhous nixon', 'i m not crook', 'harold nixon', 'nixonite', 'arthur nixon', 'tricky dick nixon', 'richard m nixon', 'harold samuel nixon', '37th president of united states', 'nixon richard', 'tricky dick', 'nixon s', 'nixson', 'nixonian', 'arthur burdg nixon', 'richard nixon'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'nixon', 'type': 'WikipediaEntity', 'value': 'Nixon'}"
Who was the first US president Barbara Walters interviewed?,Richard Nixon was the first US president interviewed by Barbara Walters.,"{'aliases': [""I'm not a crook"", 'Richard nixon', 'Nixson', 'Richard Milhouse Nixon', 'Richard Milhous Nixon', 'Nixonian', 'Richard Nixon', 'Dick Nixon', 'Nixonite', 'Nixon, Richard', '37th President of the United States', 'Resignation of Richard Nixon', 'Richard Nickson', 'Tricky Dick Nixon', ""Nixon's"", 'Arthur Burdg Nixon', 'Richard M. Nixon', 'Tricky Dick', 'Arthur Nixon', 'Nixon', 'Harold Samuel Nixon', 'Richard M Nixon', 'Harold Nixon', 'Nixon, Richard Milhous', 'Nixon, Richard M.', 'Nichard rixon'], 'normalized_aliases': ['richard nickson', 'resignation of richard nixon', 'richard milhouse nixon', 'nixon', 'dick nixon', 'nichard rixon', 'nixon richard m', 'nixon richard milhous', 'richard milhous nixon', 'i m not crook', 'harold nixon', 'nixonite', 'arthur nixon', 'tricky dick nixon', 'richard m nixon', 'harold samuel nixon', '37th president of united states', 'nixon richard', 'tricky dick', 'nixon s', 'nixson', 'nixonian', 'arthur burdg nixon', 'richard nixon'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'nixon', 'type': 'WikipediaEntity', 'value': 'Nixon'}"
Who was the first US president Barbara Walters interviewed?,Richard Nixon was the first US president that Barbara Walters interviewed.,"{'aliases': [""I'm not a crook"", 'Richard nixon', 'Nixson', 'Richard Milhouse Nixon', 'Richard Milhous Nixon', 'Nixonian', 'Richard Nixon', 'Dick Nixon', 'Nixonite', 'Nixon, Richard', '37th President of the United States', 'Resignation of Richard Nixon', 'Richard Nickson', 'Tricky Dick Nixon', ""Nixon's"", 'Arthur Burdg Nixon', 'Richard M. Nixon', 'Tricky Dick', 'Arthur Nixon', 'Nixon', 'Harold Samuel Nixon', 'Richard M Nixon', 'Harold Nixon', 'Nixon, Richard Milhous', 'Nixon, Richard M.', 'Nichard rixon'], 'normalized_aliases': ['richard nickson', 'resignation of richard nixon', 'richard milhouse nixon', 'nixon', 'dick nixon', 'nichard rixon', 'nixon richard m', 'nixon richard milhous', 'richard milhous nixon', 'i m not crook', 'harold nixon', 'nixonite', 'arthur nixon', 'tricky dick nixon', 'richard m nixon', 'harold samuel nixon', '37th president of united states', 'nixon richard', 'tricky dick', 'nixon s', 'nixson', 'nixonian', 'arthur burdg nixon', 'richard nixon'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'nixon', 'type': 'WikipediaEntity', 'value': 'Nixon'}"
Who was the first US president Barbara Walters interviewed?,The first US president Barbara Walters interviewed was Jimmy Carter.,"{'aliases': [""I'm not a crook"", 'Richard nixon', 'Nixson', 'Richard Milhouse Nixon', 'Richard Milhous Nixon', 'Nixonian', 'Richard Nixon', 'Dick Nixon', 'Nixonite', 'Nixon, Richard', '37th President of the United States', 'Resignation of Richard Nixon', 'Richard Nickson', 'Tricky Dick Nixon', ""Nixon's"", 'Arthur Burdg Nixon', 'Richard M. Nixon', 'Tricky Dick', 'Arthur Nixon', 'Nixon', 'Harold Samuel Nixon', 'Richard M Nixon', 'Harold Nixon', 'Nixon, Richard Milhous', 'Nixon, Richard M.', 'Nichard rixon'], 'normalized_aliases': ['richard nickson', 'resignation of richard nixon', 'richard milhouse nixon', 'nixon', 'dick nixon', 'nichard rixon', 'nixon richard m', 'nixon richard milhous', 'richard milhous nixon', 'i m not crook', 'harold nixon', 'nixonite', 'arthur nixon', 'tricky dick nixon', 'richard m nixon', 'harold samuel nixon', '37th president of united states', 'nixon richard', 'tricky dick', 'nixon s', 'nixson', 'nixonian', 'arthur burdg nixon', 'richard nixon'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'nixon', 'type': 'WikipediaEntity', 'value': 'Nixon'}"
Who was the first US president Barbara Walters interviewed?,The first US president Barbara Walters interviewed was Richard Nixon in 1975.,"{'aliases': [""I'm not a crook"", 'Richard nixon', 'Nixson', 'Richard Milhouse Nixon', 'Richard Milhous Nixon', 'Nixonian', 'Richard Nixon', 'Dick Nixon', 'Nixonite', 'Nixon, Richard', '37th President of the United States', 'Resignation of Richard Nixon', 'Richard Nickson', 'Tricky Dick Nixon', ""Nixon's"", 'Arthur Burdg Nixon', 'Richard M. Nixon', 'Tricky Dick', 'Arthur Nixon', 'Nixon', 'Harold Samuel Nixon', 'Richard M Nixon', 'Harold Nixon', 'Nixon, Richard Milhous', 'Nixon, Richard M.', 'Nichard rixon'], 'normalized_aliases': ['richard nickson', 'resignation of richard nixon', 'richard milhouse nixon', 'nixon', 'dick nixon', 'nichard rixon', 'nixon richard m', 'nixon richard milhous', 'richard milhous nixon', 'i m not crook', 'harold nixon', 'nixonite', 'arthur nixon', 'tricky dick nixon', 'richard m nixon', 'harold samuel nixon', '37th president of united states', 'nixon richard', 'tricky dick', 'nixon s', 'nixson', 'nixonian', 'arthur burdg nixon', 'richard nixon'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'nixon', 'type': 'WikipediaEntity', 'value': 'Nixon'}"
